feature,story,title,method,url,firstName,lastName,contacts,creationTalentType,currency,currentLocation,industries,jobFunctions,languages,sourcingChannel,additionalInfoId,addressLine1,addressLine2,educations,experiences,photoUrl,projects,resumes,skills,workAuthorization,zipCode
talent,创建候选人,只填必填项,post,/talent/api/v3/talents,atest0311,bulk01,"[{'type': 'PHONE', 'contact': '19356666192', 'sort': 1}, {'type': 'EMAIL', 'contact': '19356666192@163.com', 'sort': 2}, {'type': 'WECHAT', 'contact': '19356666192', 'details': None, 'sort': 3}]",CREATE_WITHOUT_RESUME,0,"{city: null, province: null, country: null, location: ""ca""}",[{'enumId': '137'}],[{'enumId': '196'}],[{'enumId': '41'}],LINKEDIN,,,,,,,,,,,
talent,创建候选人,只填必填项,post,/talent/api/v3/talents,atest0311,bulk01,"[{'type': 'PHONE', 'contact': '19356666193', 'sort': 1}, {'type': 'EMAIL', 'contact': '19356666193@163.com', 'sort': 2}, {'type': 'WECHAT', 'contact': '19356666193', 'details': None, 'sort': 3}]",CREATE_WITHOUT_RESUME,1,"{city: null, province: null, country: null, location: ""ca""}",[{'enumId': '142'}],[{'enumId': '198'}],[{'enumId': '46'}],LINKEDIN,,,,,,,,,,,
talent,创建候选人,只填必填项,post,/talent/api/v3/talents,atest0311,bulk01,"[{'type': 'PHONE', 'contact': '19356666194', 'sort': 1}, {'type': 'EMAIL', 'contact': '19356666194@163.com', 'sort': 2}, {'type': 'WECHAT', 'contact': '19356666194', 'details': None, 'sort': 3}]",CREATE_WITHOUT_RESUME,4,"{city: null, province: null, country: null, location: ""ca""}",[{'enumId': '124'}],[{'enumId': '406'}],[{'enumId': '60'}],LINKEDIN,,,,,,,,,,,
talent,创建候选人,只填必填项,post,/talent/api/v3/talents,atest0311,bulk01,"[{'type': 'PHONE', 'contact': '19356666195', 'sort': 1}, {'type': 'EMAIL', 'contact': '19356666195@163.com', 'sort': 2}, {'type': 'WECHAT', 'contact': '19356666195', 'details': None, 'sort': 3}]",CREATE_WITHOUT_RESUME,3,"{city: null, province: null, country: null, location: ""ca""}",[{'enumId': '139'}],[{'enumId': '202'}],[{'enumId': '49'}],LINKEDIN,,,,,,,,,,,
talent,创建候选人,只填必填项,post,/talent/api/v3/talents,atest0311,bulk01,"[{'type': 'PHONE', 'contact': '19356666196', 'sort': 1}, {'type': 'EMAIL', 'contact': '19356666196@163.com', 'sort': 2}, {'type': 'WECHAT', 'contact': '19356666196', 'details': None, 'sort': 3}]",CREATE_WITHOUT_RESUME,4,"{city: null, province: null, country: null, location: ""ca""}",[{'enumId': '124'}],[{'enumId': '201'}],[{'enumId': '50'}],LINKEDIN,,,,,,,,,,,
talent,创建候选人,只填必填项,post,/talent/api/v3/talents,atest0311,bulk01,"[{'type': 'PHONE', 'contact': '19356666197', 'sort': 1}, {'type': 'EMAIL', 'contact': '19356666197@163.com', 'sort': 2}, {'type': 'WECHAT', 'contact': '19356666197', 'details': None, 'sort': 3}]",CREATE_WITHOUT_RESUME,3,"{city: null, province: null, country: null, location: ""ca""}",[{'enumId': '132'}],[{'enumId': '398'}],[{'enumId': '61'}],LINKEDIN,,,,,,,,,,,
talent,创建候选人,只填必填项,post,/talent/api/v3/talents,atest0311,bulk01,"[{'type': 'PHONE', 'contact': '19356666198', 'sort': 1}, {'type': 'EMAIL', 'contact': '19356666198@163.com', 'sort': 2}, {'type': 'WECHAT', 'contact': '19356666198', 'details': None, 'sort': 3}]",CREATE_WITHOUT_RESUME,0,"{city: null, province: null, country: null, location: ""ca""}",[{'enumId': '141'}],[{'enumId': '6'}],[{'enumId': '53'}],LINKEDIN,,,,,,,,,,,
talent,创建候选人,只填必填项,post,/talent/api/v3/talents,atest0311,bulk01,"[{'type': 'PHONE', 'contact': '19356666199', 'sort': 1}, {'type': 'EMAIL', 'contact': '19356666199@163.com', 'sort': 2}, {'type': 'WECHAT', 'contact': '19356666199', 'details': None, 'sort': 3}]",CREATE_WITHOUT_RESUME,2,"{city: null, province: null, country: null, location: ""ca""}",[{'enumId': '128'}],[{'enumId': '202'}],[{'enumId': '58'}],LINKEDIN,,,,,,,,,,,
talent,创建候选人,只填必填项,post,/talent/api/v3/talents,atest0311,bulk01,"[{'type': 'PHONE', 'contact': '19356666200', 'sort': 1}, {'type': 'EMAIL', 'contact': '19356666200@163.com', 'sort': 2}, {'type': 'WECHAT', 'contact': '19356666200', 'details': None, 'sort': 3}]",CREATE_WITHOUT_RESUME,4,"{city: null, province: null, country: null, location: ""ca""}",[{'enumId': '136'}],[{'enumId': '258'}],[{'enumId': '50'}],LINKEDIN,,,,,,,,,,,
talent,创建候选人,只填必填项,post,/talent/api/v3/talents,atest0311,bulk01,"[{'type': 'PHONE', 'contact': '19356666201', 'sort': 1}, {'type': 'EMAIL', 'contact': '19356666201@163.com', 'sort': 2}, {'type': 'WECHAT', 'contact': '19356666201', 'details': None, 'sort': 3}]",CREATE_WITHOUT_RESUME,2,"{city: null, province: null, country: null, location: ""ca""}",[{'enumId': '122'}],[{'enumId': '182'}],[{'enumId': '63'}],LINKEDIN,,,,,,,,,,,
talent,创建候选人,只填必填项,post,/talent/api/v3/talents,atest0311,bulk01,"[{'type': 'PHONE', 'contact': '19356666202', 'sort': 1}, {'type': 'EMAIL', 'contact': '19356666202@163.com', 'sort': 2}, {'type': 'WECHAT', 'contact': '19356666202', 'details': None, 'sort': 3}]",CREATE_WITHOUT_RESUME,3,"{city: null, province: null, country: null, location: ""ca""}",[{'enumId': '133'}],[{'enumId': '202'}],[{'enumId': '60'}],LINKEDIN,,,,,,,,,,,
talent,创建候选人,只填必填项,post,/talent/api/v3/talents,atest0311,bulk01,"[{'type': 'PHONE', 'contact': '19356666203', 'sort': 1}, {'type': 'EMAIL', 'contact': '19356666203@163.com', 'sort': 2}, {'type': 'WECHAT', 'contact': '19356666203', 'details': None, 'sort': 3}]",CREATE_WITHOUT_RESUME,2,"{city: null, province: null, country: null, location: ""ca""}",[{'enumId': '135'}],[{'enumId': '18'}],[{'enumId': '51'}],LINKEDIN,,,,,,,,,,,
talent,创建候选人,只填必填项,post,/talent/api/v3/talents,atest0311,bulk01,"[{'type': 'PHONE', 'contact': '19356666204', 'sort': 1}, {'type': 'EMAIL', 'contact': '19356666204@163.com', 'sort': 2}, {'type': 'WECHAT', 'contact': '19356666204', 'details': None, 'sort': 3}]",CREATE_WITHOUT_RESUME,4,"{city: null, province: null, country: null, location: ""ca""}",[{'enumId': '125'}],[{'enumId': '232'}],[{'enumId': '62'}],LINKEDIN,,,,,,,,,,,
talent,创建候选人,只填必填项,post,/talent/api/v3/talents,atest0311,bulk01,"[{'type': 'PHONE', 'contact': '19356666205', 'sort': 1}, {'type': 'EMAIL', 'contact': '19356666205@163.com', 'sort': 2}, {'type': 'WECHAT', 'contact': '19356666205', 'details': None, 'sort': 3}]",CREATE_WITHOUT_RESUME,3,"{city: null, province: null, country: null, location: ""ca""}",[{'enumId': '136'}],[{'enumId': '196'}],[{'enumId': '62'}],LINKEDIN,,,,,,,,,,,
talent,创建候选人,只填必填项,post,/talent/api/v3/talents,atest0311,bulk01,"[{'type': 'PHONE', 'contact': '19356666206', 'sort': 1}, {'type': 'EMAIL', 'contact': '19356666206@163.com', 'sort': 2}, {'type': 'WECHAT', 'contact': '19356666206', 'details': None, 'sort': 3}]",CREATE_WITHOUT_RESUME,1,"{city: null, province: null, country: null, location: ""ca""}",[{'enumId': '121'}],[{'enumId': '196'}],[{'enumId': '57'}],LINKEDIN,,,,,,,,,,,
talent,创建候选人,只填必填项,post,/talent/api/v3/talents,atest0311,bulk01,"[{'type': 'PHONE', 'contact': '19356666207', 'sort': 1}, {'type': 'EMAIL', 'contact': '19356666207@163.com', 'sort': 2}, {'type': 'WECHAT', 'contact': '19356666207', 'details': None, 'sort': 3}]",CREATE_WITHOUT_RESUME,2,"{city: null, province: null, country: null, location: ""ca""}",[{'enumId': '122'}],[{'enumId': '391'}],[{'enumId': '42'}],LINKEDIN,,,,,,,,,,,
talent,创建候选人,只填必填项,post,/talent/api/v3/talents,atest0311,bulk01,"[{'type': 'PHONE', 'contact': '19356666208', 'sort': 1}, {'type': 'EMAIL', 'contact': '19356666208@163.com', 'sort': 2}, {'type': 'WECHAT', 'contact': '19356666208', 'details': None, 'sort': 3}]",CREATE_WITHOUT_RESUME,2,"{city: null, province: null, country: null, location: ""ca""}",[{'enumId': '132'}],[{'enumId': '155'}],[{'enumId': '61'}],LINKEDIN,,,,,,,,,,,
talent,创建候选人,只填必填项,post,/talent/api/v3/talents,atest0311,bulk01,"[{'type': 'PHONE', 'contact': '19356666209', 'sort': 1}, {'type': 'EMAIL', 'contact': '19356666209@163.com', 'sort': 2}, {'type': 'WECHAT', 'contact': '19356666209', 'details': None, 'sort': 3}]",CREATE_WITHOUT_RESUME,1,"{city: null, province: null, country: null, location: ""ca""}",[{'enumId': '127'}],[{'enumId': '235'}],[{'enumId': '64'}],LINKEDIN,,,,,,,,,,,
talent,创建候选人,只填必填项,post,/talent/api/v3/talents,atest0311,bulk01,"[{'type': 'PHONE', 'contact': '19356666210', 'sort': 1}, {'type': 'EMAIL', 'contact': '19356666210@163.com', 'sort': 2}, {'type': 'WECHAT', 'contact': '19356666210', 'details': None, 'sort': 3}]",CREATE_WITHOUT_RESUME,3,"{city: null, province: null, country: null, location: ""ca""}",[{'enumId': '132'}],[{'enumId': '166'}],[{'enumId': '57'}],LINKEDIN,,,,,,,,,,,
talent,创建候选人,只填必填项,post,/talent/api/v3/talents,atest0311,bulk01,"[{'type': 'PHONE', 'contact': '19356666211', 'sort': 1}, {'type': 'EMAIL', 'contact': '19356666211@163.com', 'sort': 2}, {'type': 'WECHAT', 'contact': '19356666211', 'details': None, 'sort': 3}]",CREATE_WITHOUT_RESUME,3,"{city: null, province: null, country: null, location: ""ca""}",[{'enumId': '127'}],[{'enumId': '267'}],[{'enumId': '40'}],LINKEDIN,,,,,,,,,,,
talent,创建候选人,只填必填项,post,/talent/api/v3/talents,atest0311,bulk01,"[{'type': 'PHONE', 'contact': '19356666212', 'sort': 1}, {'type': 'EMAIL', 'contact': '19356666212@163.com', 'sort': 2}, {'type': 'WECHAT', 'contact': '19356666212', 'details': None, 'sort': 3}]",CREATE_WITHOUT_RESUME,4,"{city: null, province: null, country: null, location: ""ca""}",[{'enumId': '128'}],[{'enumId': '386'}],[{'enumId': '42'}],LINKEDIN,,,,,,,,,,,
talent,创建候选人,只填必填项,post,/talent/api/v3/talents,atest0311,bulk01,"[{'type': 'PHONE', 'contact': '19356666213', 'sort': 1}, {'type': 'EMAIL', 'contact': '19356666213@163.com', 'sort': 2}, {'type': 'WECHAT', 'contact': '19356666213', 'details': None, 'sort': 3}]",CREATE_WITHOUT_RESUME,0,"{city: null, province: null, country: null, location: ""ca""}",[{'enumId': '123'}],[{'enumId': '397'}],[{'enumId': '56'}],LINKEDIN,,,,,,,,,,,
talent,创建候选人,只填必填项,post,/talent/api/v3/talents,atest0311,bulk01,"[{'type': 'PHONE', 'contact': '19356666214', 'sort': 1}, {'type': 'EMAIL', 'contact': '19356666214@163.com', 'sort': 2}, {'type': 'WECHAT', 'contact': '19356666214', 'details': None, 'sort': 3}]",CREATE_WITHOUT_RESUME,4,"{city: null, province: null, country: null, location: ""ca""}",[{'enumId': '140'}],[{'enumId': '166'}],[{'enumId': '57'}],LINKEDIN,,,,,,,,,,,
talent,创建候选人,只填必填项,post,/talent/api/v3/talents,atest0311,bulk01,"[{'type': 'PHONE', 'contact': '19356666215', 'sort': 1}, {'type': 'EMAIL', 'contact': '19356666215@163.com', 'sort': 2}, {'type': 'WECHAT', 'contact': '19356666215', 'details': None, 'sort': 3}]",CREATE_WITHOUT_RESUME,2,"{city: null, province: null, country: null, location: ""ca""}",[{'enumId': '119'}],[{'enumId': '180'}],[{'enumId': '51'}],LINKEDIN,,,,,,,,,,,
talent,创建候选人,只填必填项,post,/talent/api/v3/talents,atest0311,bulk01,"[{'type': 'PHONE', 'contact': '19356666216', 'sort': 1}, {'type': 'EMAIL', 'contact': '19356666216@163.com', 'sort': 2}, {'type': 'WECHAT', 'contact': '19356666216', 'details': None, 'sort': 3}]",CREATE_WITHOUT_RESUME,2,"{city: null, province: null, country: null, location: ""ca""}",[{'enumId': '142'}],[{'enumId': '208'}],[{'enumId': '64'}],LINKEDIN,,,,,,,,,,,
talent,创建候选人,只填必填项,post,/talent/api/v3/talents,atest0311,bulk01,"[{'type': 'PHONE', 'contact': '19356666217', 'sort': 1}, {'type': 'EMAIL', 'contact': '19356666217@163.com', 'sort': 2}, {'type': 'WECHAT', 'contact': '19356666217', 'details': None, 'sort': 3}]",CREATE_WITHOUT_RESUME,1,"{city: null, province: null, country: null, location: ""ca""}",[{'enumId': '130'}],[{'enumId': '28'}],[{'enumId': '63'}],LINKEDIN,,,,,,,,,,,
talent,创建候选人,只填必填项,post,/talent/api/v3/talents,atest0311,bulk01,"[{'type': 'PHONE', 'contact': '19356666218', 'sort': 1}, {'type': 'EMAIL', 'contact': '19356666218@163.com', 'sort': 2}, {'type': 'WECHAT', 'contact': '19356666218', 'details': None, 'sort': 3}]",CREATE_WITHOUT_RESUME,2,"{city: null, province: null, country: null, location: ""ca""}",[{'enumId': '137'}],[{'enumId': '267'}],[{'enumId': '53'}],LINKEDIN,,,,,,,,,,,
talent,创建候选人,只填必填项,post,/talent/api/v3/talents,atest0311,bulk01,"[{'type': 'PHONE', 'contact': '19356666219', 'sort': 1}, {'type': 'EMAIL', 'contact': '19356666219@163.com', 'sort': 2}, {'type': 'WECHAT', 'contact': '19356666219', 'details': None, 'sort': 3}]",CREATE_WITHOUT_RESUME,0,"{city: null, province: null, country: null, location: ""ca""}",[{'enumId': '138'}],[{'enumId': '390'}],[{'enumId': '61'}],LINKEDIN,,,,,,,,,,,
talent,创建候选人,只填必填项,post,/talent/api/v3/talents,atest0311,bulk01,"[{'type': 'PHONE', 'contact': '19356666220', 'sort': 1}, {'type': 'EMAIL', 'contact': '19356666220@163.com', 'sort': 2}, {'type': 'WECHAT', 'contact': '19356666220', 'details': None, 'sort': 3}]",CREATE_WITHOUT_RESUME,2,"{city: null, province: null, country: null, location: ""ca""}",[{'enumId': '138'}],[{'enumId': '212'}],[{'enumId': '55'}],LINKEDIN,,,,,,,,,,,
talent,创建候选人,只填必填项,post,/talent/api/v3/talents,atest0311,bulk01,"[{'type': 'PHONE', 'contact': '19356666221', 'sort': 1}, {'type': 'EMAIL', 'contact': '19356666221@163.com', 'sort': 2}, {'type': 'WECHAT', 'contact': '19356666221', 'details': None, 'sort': 3}]",CREATE_WITHOUT_RESUME,4,"{city: null, province: null, country: null, location: ""ca""}",[{'enumId': '134'}],[{'enumId': '388'}],[{'enumId': '48'}],LINKEDIN,,,,,,,,,,,
talent,创建候选人,只填必填项,post,/talent/api/v3/talents,atest0311,bulk01,"[{'type': 'PHONE', 'contact': '19356666222', 'sort': 1}, {'type': 'EMAIL', 'contact': '19356666222@163.com', 'sort': 2}, {'type': 'WECHAT', 'contact': '19356666222', 'details': None, 'sort': 3}]",CREATE_WITHOUT_RESUME,4,"{city: null, province: null, country: null, location: ""ca""}",[{'enumId': '130'}],[{'enumId': '243'}],[{'enumId': '54'}],LINKEDIN,,,,,,,,,,,
talent,创建候选人,只填必填项,post,/talent/api/v3/talents,atest0311,bulk01,"[{'type': 'PHONE', 'contact': '19356666223', 'sort': 1}, {'type': 'EMAIL', 'contact': '19356666223@163.com', 'sort': 2}, {'type': 'WECHAT', 'contact': '19356666223', 'details': None, 'sort': 3}]",CREATE_WITHOUT_RESUME,3,"{city: null, province: null, country: null, location: ""ca""}",[{'enumId': '135'}],[{'enumId': '387'}],[{'enumId': '57'}],LINKEDIN,,,,,,,,,,,
talent,创建候选人,只填必填项,post,/talent/api/v3/talents,atest0311,bulk01,"[{'type': 'PHONE', 'contact': '19356666224', 'sort': 1}, {'type': 'EMAIL', 'contact': '19356666224@163.com', 'sort': 2}, {'type': 'WECHAT', 'contact': '19356666224', 'details': None, 'sort': 3}]",CREATE_WITHOUT_RESUME,4,"{city: null, province: null, country: null, location: ""ca""}",[{'enumId': '118'}],[{'enumId': '217'}],[{'enumId': '45'}],LINKEDIN,,,,,,,,,,,
talent,创建候选人,只填必填项,post,/talent/api/v3/talents,atest0311,bulk01,"[{'type': 'PHONE', 'contact': '19356666225', 'sort': 1}, {'type': 'EMAIL', 'contact': '19356666225@163.com', 'sort': 2}, {'type': 'WECHAT', 'contact': '19356666225', 'details': None, 'sort': 3}]",CREATE_WITHOUT_RESUME,1,"{city: null, province: null, country: null, location: ""ca""}",[{'enumId': '4'}],[{'enumId': '267'}],[{'enumId': '56'}],LINKEDIN,,,,,,,,,,,
talent,创建候选人,只填必填项,post,/talent/api/v3/talents,atest0311,bulk01,"[{'type': 'PHONE', 'contact': '19356666226', 'sort': 1}, {'type': 'EMAIL', 'contact': '19356666226@163.com', 'sort': 2}, {'type': 'WECHAT', 'contact': '19356666226', 'details': None, 'sort': 3}]",CREATE_WITHOUT_RESUME,0,"{city: null, province: null, country: null, location: ""ca""}",[{'enumId': '140'}],[{'enumId': '6'}],[{'enumId': '41'}],LINKEDIN,,,,,,,,,,,
talent,创建候选人,只填必填项,post,/talent/api/v3/talents,atest0311,bulk01,"[{'type': 'PHONE', 'contact': '19356666227', 'sort': 1}, {'type': 'EMAIL', 'contact': '19356666227@163.com', 'sort': 2}, {'type': 'WECHAT', 'contact': '19356666227', 'details': None, 'sort': 3}]",CREATE_WITHOUT_RESUME,3,"{city: null, province: null, country: null, location: ""ca""}",[{'enumId': '130'}],[{'enumId': '194'}],[{'enumId': '46'}],LINKEDIN,,,,,,,,,,,
talent,创建候选人,只填必填项,post,/talent/api/v3/talents,atest0311,bulk01,"[{'type': 'PHONE', 'contact': '19356666228', 'sort': 1}, {'type': 'EMAIL', 'contact': '19356666228@163.com', 'sort': 2}, {'type': 'WECHAT', 'contact': '19356666228', 'details': None, 'sort': 3}]",CREATE_WITHOUT_RESUME,0,"{city: null, province: null, country: null, location: ""ca""}",[{'enumId': '133'}],[{'enumId': '43'}],[{'enumId': '51'}],LINKEDIN,,,,,,,,,,,
talent,创建候选人,只填必填项,post,/talent/api/v3/talents,atest0311,bulk01,"[{'type': 'PHONE', 'contact': '19356666229', 'sort': 1}, {'type': 'EMAIL', 'contact': '19356666229@163.com', 'sort': 2}, {'type': 'WECHAT', 'contact': '19356666229', 'details': None, 'sort': 3}]",CREATE_WITHOUT_RESUME,1,"{city: null, province: null, country: null, location: ""ca""}",[{'enumId': '4'}],[{'enumId': '212'}],[{'enumId': '42'}],LINKEDIN,,,,,,,,,,,
talent,创建候选人,只填必填项,post,/talent/api/v3/talents,atest0311,bulk01,"[{'type': 'PHONE', 'contact': '19356666230', 'sort': 1}, {'type': 'EMAIL', 'contact': '19356666230@163.com', 'sort': 2}, {'type': 'WECHAT', 'contact': '19356666230', 'details': None, 'sort': 3}]",CREATE_WITHOUT_RESUME,4,"{city: null, province: null, country: null, location: ""ca""}",[{'enumId': '125'}],[{'enumId': '395'}],[{'enumId': '63'}],LINKEDIN,,,,,,,,,,,
talent,创建候选人,只填必填项,post,/talent/api/v3/talents,atest0311,bulk01,"[{'type': 'PHONE', 'contact': '19356666231', 'sort': 1}, {'type': 'EMAIL', 'contact': '19356666231@163.com', 'sort': 2}, {'type': 'WECHAT', 'contact': '19356666231', 'details': None, 'sort': 3}]",CREATE_WITHOUT_RESUME,2,"{city: null, province: null, country: null, location: ""ca""}",[{'enumId': '121'}],[{'enumId': '13'}],[{'enumId': '48'}],LINKEDIN,,,,,,,,,,,
talent,创建候选人,只填必填项,post,/talent/api/v3/talents,atest0311,bulk01,"[{'type': 'PHONE', 'contact': '19356666232', 'sort': 1}, {'type': 'EMAIL', 'contact': '19356666232@163.com', 'sort': 2}, {'type': 'WECHAT', 'contact': '19356666232', 'details': None, 'sort': 3}]",CREATE_WITHOUT_RESUME,3,"{city: null, province: null, country: null, location: ""ca""}",[{'enumId': '131'}],[{'enumId': '214'}],[{'enumId': '48'}],LINKEDIN,,,,,,,,,,,
talent,创建候选人,只填必填项,post,/talent/api/v3/talents,atest0311,bulk01,"[{'type': 'PHONE', 'contact': '19356666233', 'sort': 1}, {'type': 'EMAIL', 'contact': '19356666233@163.com', 'sort': 2}, {'type': 'WECHAT', 'contact': '19356666233', 'details': None, 'sort': 3}]",CREATE_WITHOUT_RESUME,3,"{city: null, province: null, country: null, location: ""ca""}",[{'enumId': '134'}],[{'enumId': '193'}],[{'enumId': '43'}],LINKEDIN,,,,,,,,,,,
talent,创建候选人,只填必填项,post,/talent/api/v3/talents,atest0311,bulk01,"[{'type': 'PHONE', 'contact': '19356666234', 'sort': 1}, {'type': 'EMAIL', 'contact': '19356666234@163.com', 'sort': 2}, {'type': 'WECHAT', 'contact': '19356666234', 'details': None, 'sort': 3}]",CREATE_WITHOUT_RESUME,0,"{city: null, province: null, country: null, location: ""ca""}",[{'enumId': '135'}],[{'enumId': '223'}],[{'enumId': '52'}],LINKEDIN,,,,,,,,,,,
talent,创建候选人,只填必填项,post,/talent/api/v3/talents,atest0311,bulk01,"[{'type': 'PHONE', 'contact': '19356666235', 'sort': 1}, {'type': 'EMAIL', 'contact': '19356666235@163.com', 'sort': 2}, {'type': 'WECHAT', 'contact': '19356666235', 'details': None, 'sort': 3}]",CREATE_WITHOUT_RESUME,2,"{city: null, province: null, country: null, location: ""ca""}",[{'enumId': '118'}],[{'enumId': '149'}],[{'enumId': '55'}],LINKEDIN,,,,,,,,,,,
